CONTIG	POS	CHR	MALE_POS	FEMALE_POS
LG9	4563542	9	19.656	47.618
LG9	4564368	9	19.656	47.618
LG9	4564405	9	19.656	47.618
LG9	4579927	9	19.656	47.832
LG9	4591461	9	19.656	48.260
LG9	4608982	9	19.656	48.367
LG9	4720901	9	19.656	48.474
LG9	4720927	9	19.656	48.474
LG9	4723218	9	19.656	48.580
LG9	4723240	9	19.656	48.687
LG9	4729864	9	19.656	48.901
LG9	4740447	9	19.656	48.901
LG9	4740464	9	19.656	49.008
LG9	4770525	9	19.656	49.114
LG9	4773027	9	19.656	49.435
LG9	4808763	9	19.656	49.435
LG9	4813901	9	19.656	49.435
LG9	4829202	9	19.656	49.542
LG9	4830581	9	19.656	49.542
LG9	4838505	9	19.656	49.542
LG9	4839069	9	19.656	49.542
LG9	4868076	9	19.656	49.542
LG9	4868106	9	19.656	49.542
LG9	4912488	9	19.656	49.649
LG9	4912509	9	19.656	49.969
LG9	4937173	9	19.656	50.076
LG9	4956222	9	19.656	50.076
LG9	5015759	9	19.656	50.290
LG9	5023076	9	19.656	50.290
LG9	5023093	9	19.656	50.290
LG9	5036739	9	19.656	50.718
LG9	5036755	9	19.656	50.718
LG9	5045942	9	19.656	50.718
LG9	5087326	9	19.656	50.932
LG9	5106343	9	19.656	50.932
LG9	5117140	9	19.656	50.932
LG9	5130274	9	19.656	51.038
LG9	5147915	9	19.656	51.038
LG9	5147916	9	19.656	51.038
LG9	5225795	9	19.656	51.145
LG9	5235150	9	19.656	51.681
LG9	5248071	9	19.763	51.681
LG9	5248072	9	19.763	51.681
LG9	5323131	9	19.869	51.681
LG9	5323138	9	19.869	51.788
LG9	5323182	9	19.869	51.788
LG9	5323190	9	19.869	51.788
LG9	5323202	9	19.869	51.788
LG9	5347944	9	19.869	51.895
LG9	5372485	9	19.869	52.108
LG9	5432732	9	19.869	52.108
LG9	5439861	9	19.869	52.108
LG9	5444127	9	19.869	52.108
LG9	5444903	9	19.869	52.215
LG9	5460899	9	19.869	52.322
LG9	5462170	9	19.869	52.322
LG9	5530840	9	19.869	52.750
LG9	5530848	9	19.869	52.750
LG9	5534858	9	19.869	52.857
LG9	5551247	9	19.869	52.963
LG9	5551297	9	19.869	52.963
LG9	5613533	9	19.869	52.963
LG9	5655363	9	19.869	53.070
LG9	5655399	9	19.869	53.070
LG9	5660770	9	19.869	53.284
LG9	5660771	9	19.869	53.284
LG9	5690057	9	19.869	53.391
LG9	5692781	9	19.869	53.391
LG9	5702165	9	19.869	53.391
LG9	5702196	9	19.869	53.391
LG9	5735016	9	19.869	53.391
LG9	5735035	9	19.869	53.391
LG9	5743605	9	19.869	53.391
LG9	5751391	9	19.869	53.391
LG9	5790745	9	19.869	53.497
LG9	5790757	9	19.869	53.497
LG9	5790786	9	19.869	53.497
LG9	5794142	9	19.869	53.604
LG9	5821633	9	19.869	53.604
LG9	5827476	9	19.869	53.604
LG9	5848017	9	19.869	53.711
LG9	5866938	9	19.869	53.711
LG9	5919001	9	19.869	53.817
LG9	5931724	9	19.869	53.817
LG9	5931773	9	19.869	53.817
LG9	5931801	9	19.869	53.817
LG9	5960298	9	19.869	53.817
LG9	5961727	9	19.869	53.817
LG9	5985504	9	19.869	53.817
LG9	5985519	9	19.869	53.817
LG9	6078366	9	19.869	53.817
LG9	6085239	9	19.869	53.817
LG9	6098472	9	19.869	53.817
LG9	6141190	9	19.869	53.817
LG9	6143405	9	19.869	53.817
LG9	6153134	9	19.869	53.817
LG9	6320668	9	19.869	54.031
LG9	6403879	9	19.869	54.138
LG9	6613283	9	19.869	54.138
LG9	6616146	9	19.869	54.245
LG9	6852299	9	19.869	54.245
LG9	6852308	9	19.869	54.245
LG9	7019373	9	19.869	54.245
LG9	7068112	9	19.869	54.245
LG9	7174686	9	19.869	54.351
LG9	7174720	9	19.869	54.351
LG9	7174725	9	19.869	54.351
LG9	7266513	9	19.869	54.351
LG9	7437792	9	19.869	54.351
LG9	7689756	9	19.869	54.351
LG9	7689766	9	19.869	54.351
LG9	7856451	9	19.869	54.351
LG9	7856457	9	19.869	54.351
LG9	7988634	9	19.869	54.351
LG9	8286760	9	19.869	54.351
LG9	8391266	9	19.869	54.351
LG9	8509068	9	19.869	54.351
LG9	8627976	9	19.869	54.351
LG9	8721935	9	19.869	54.351
LG9	8739684	9	19.869	54.351
LG9	8748427	9	19.869	54.351
LG9	8748467	9	19.869	54.351
LG9	8812609	9	19.869	54.351
LG9	8833327	9	19.869	54.351
LG9	8877204	9	19.869	54.351
LG9	8928670	9	19.869	54.351
LG9	9111703	9	19.869	54.351
LG9	9165608	9	19.869	54.351
LG9	9188295	9	19.869	54.351
LG9	9313028	9	19.869	54.458
LG9	9472447	9	19.869	54.565
LG9	9551213	9	19.869	54.565
LG9	9587847	9	19.869	54.565
LG9	9588760	9	19.869	54.565
LG9	9616498	9	19.869	54.565
LG9	9623331	9	19.869	54.565
LG9	9623333	9	19.869	54.565
LG9	9700742	9	19.869	54.671
LG9	9737268	9	19.869	54.671
LG9	9792789	9	19.869	54.671
LG9	9792793	9	19.869	54.671
LG9	9792802	9	19.869	54.671
LG9	9792821	9	19.869	54.671
LG9	9792916	9	19.869	54.671
LG9	9792931	9	19.869	54.671
LG9	9852617	9	19.869	54.671
LG9	9967259	9	19.869	54.671
LG9	10239394	9	19.869	54.671
LG9	10249778	9	19.869	54.671
LG9	10257839	9	19.869	54.671
LG9	10274002	9	19.869	54.671
LG9	10276510	9	19.869	54.671
LG9	10294818	9	19.869	54.671
LG9	10315939	9	19.869	54.671
LG9	10342298	9	19.869	54.778
LG9	10342301	9	19.869	54.778
LG9	10356154	9	19.869	55.099
LG9	10439288	9	19.869	55.099
LG9	10439316	9	19.869	55.099
LG9	10621438	9	19.869	55.099
LG9	10677937	9	19.869	55.099
LG9	10763000	9	19.869	55.206
LG9	10876277	9	19.869	55.206
LG9	11038475	9	19.869	55.206
LG9	11038501	9	19.869	55.206
LG9	11038505	9	19.869	55.206
LG9	11040906	9	19.869	55.206
LG9	11092524	9	19.869	55.312
LG9	11097294	9	19.869	55.312
LG9	11150825	9	19.976	55.312
LG9	11159925	9	19.976	55.312
LG9	11161698	9	19.976	55.312
LG9	11175980	9	19.976	55.419
LG9	11228903	9	19.976	55.633
LG9	11230439	9	19.976	55.633
LG9	11249203	9	19.976	55.633
LG9	11268867	9	19.976	55.633
LG9	11299062	9	19.976	55.633
LG9	11299076	9	19.976	55.633
LG9	11309264	9	19.976	55.633
LG9	11310274	9	19.976	55.847
LG9	11334660	9	19.976	55.847
LG9	11338545	9	19.976	55.953
LG9	11338571	9	19.976	55.953
LG9	11679700	9	19.976	56.597
LG9	11688525	9	19.976	56.597
LG9	11711171	9	19.976	56.811
LG9	11760093	9	19.976	56.917
LG9	11895582	9	19.976	56.917
LG9	11925690	9	19.976	57.131
LG9	11925692	9	19.976	57.131
LG9	11969334	9	19.976	57.131
LG9	12052055	9	19.976	57.131
LG9	12054288	9	19.976	57.131
LG9	12106941	9	19.976	57.238
LG9	12150241	9	19.976	57.345
LG9	12239523	9	19.976	57.345
LG9	12296769	9	19.976	57.558
LG9	12315822	9	19.976	57.558
LG9	12354290	9	19.976	57.558
LG9	12385319	9	19.976	57.665
LG9	12409147	9	19.976	57.772
LG9	12417293	9	19.976	57.878
LG9	12434335	9	19.976	57.878
LG9	12439586	9	19.976	57.878
LG9	12458662	9	19.976	58.092
LG9	12470618	9	19.976	58.092
LG9	12470636	9	19.976	58.199
LG9	12483485	9	19.976	58.199
LG9	12515417	9	19.976	58.199
LG9	12559095	9	19.976	58.306
LG9	12571845	9	20.083	58.519
LG9	12607777	9	20.083	58.519
LG9	12630270	9	20.189	58.626
LG9	12630274	9	20.189	58.626
LG9	12630770	9	20.189	58.626
LG9	12646440	9	20.296	58.626
LG9	12655631	9	20.296	58.626
LG9	12684482	9	20.296	58.733
LG9	12684483	9	20.296	58.839
LG9	12712711	9	20.296	58.839
LG9	12719852	9	20.296	58.839
LG9	12732537	9	20.296	58.839
LG9	12792610	9	20.403	58.839
LG9	12800435	9	20.510	58.839
LG9	12800541	9	20.510	58.839
LG9	12810100	9	20.510	58.839
LG9	12810112	9	20.616	58.946
LG9	12843998	9	20.616	59.267
LG9	12890990	9	20.616	59.374
LG9	12949119	9	20.616	59.480
LG9	12987511	9	20.616	59.587
LG9	12990814	9	20.830	59.908
LG9	12990822	9	20.830	59.908
LG9	12995644	9	20.830	59.908
LG9	13001701	9	20.830	59.908
LG9	13119439	9	20.830	60.660
LG9	13186077	9	20.830	60.767
LG9	13193383	9	20.830	60.980
LG9	13251764	9	20.830	61.301
LG9	13284476	9	21.044	61.729
LG9	13321388	9	21.044	61.836
LG9	13371914	9	21.150	61.836
LG9	13403246	9	21.150	61.836
LG9	13406948	9	21.150	61.943
LG9	13407086	9	21.150	62.050
LG9	13432650	9	21.257	62.050
LG9	13435763	9	21.578	62.263
LG9	13513818	9	21.578	62.263
LG9	13527872	9	21.578	62.370
LG9	13527918	9	21.578	62.370
LG9	13527919	9	21.578	62.370
LG9	13556933	9	21.685	62.584
LG9	13564545	9	21.685	62.584
LG9	13588195	9	21.685	62.797
LG9	13588242	9	21.685	62.904
LG9	13588246	9	21.685	62.904
LG9	13615640	9	21.685	62.904
LG9	13655570	9	21.685	63.011
LG9	13669718	9	21.685	63.117
LG9	13747533	9	21.685	63.438
LG9	13755276	9	21.685	63.438
LG9	13755291	9	21.685	63.438
LG9	13755296	9	21.685	63.438
LG9	13755318	9	21.685	63.438
LG9	13781660	9	21.685	63.438
LG9	13781690	9	21.791	63.438
LG9	13800047	9	22.005	63.545
LG9	13818208	9	22.005	63.545
LG9	13856161	9	22.005	63.545
LG9	13859065	9	22.005	63.545
LG9	13910905	9	22.005	63.759
LG9	13929096	9	22.005	63.759
LG9	13929099	9	22.005	63.759
LG9	13931842	9	22.005	63.972
LG9	13952168	9	22.005	63.972
LG9	13952186	9	22.005	63.972
LG9	13955668	9	22.005	64.079
LG9	13955684	9	22.005	64.079
LG9	13958569	9	22.112	64.293
LG9	14001685	9	22.219	64.400
LG9	14016982	9	22.219	64.720
LG9	14025433	9	22.219	64.934
LG9	14080029	9	22.325	64.934
LG9	14088230	9	22.325	65.041
LG9	14088233	9	22.325	65.041
LG9	14094967	9	22.325	65.362
LG9	14124654	9	22.325	65.362
LG9	14126753	9	22.325	65.468
LG9	14141003	9	22.432	65.468
LG9	14148648	9	22.432	65.575
LG9	14152396	9	22.539	65.789
LG9	14173949	9	22.539	65.789
LG9	14180806	9	22.539	65.896
LG9	14180836	9	22.539	66.002
LG9	14188436	9	22.539	66.002
LG9	14219760	9	22.539	66.323
LG9	14310454	9	22.539	66.537
LG9	14325983	9	22.752	66.537
LG9	14331784	9	22.752	66.537
LG9	14331789	9	22.752	66.537
LG9	14343296	9	22.752	66.750
LG9	14353377	9	22.752	66.964
LG9	14365356	9	22.752	67.285
LG9	14376004	9	22.752	67.285
LG9	14383421	9	22.859	67.499
LG9	14476003	9	22.859	67.499
LG9	14482350	9	22.859	67.499
LG9	14482395	9	22.859	67.499
LG9	14489275	9	23.073	67.605
LG9	14507637	9	23.286	67.819
LG9	14602280	9	23.286	68.788
LG9	14602281	9	23.286	68.788
LG9	14627360	9	23.393	68.895
LG9	14627361	9	23.500	69.215
LG9	14627386	9	23.500	69.644
LG9	14655830	9	23.607	69.644
LG9	14768583	9	23.713	69.644
LG9	14779070	9	24.142	69.965
LG9	14946633	9	24.142	69.965
LG9	14973109	9	24.355	69.965
LG9	14973151	9	24.355	69.965
LG9	14973196	9	24.355	70.071
LG9	14980641	9	24.462	70.071
LG9	14980878	9	24.462	70.071
LG9	14980974	9	24.569	70.178
LG9	15038028	9	24.675	70.178
LG9	15038034	9	25.319	70.285
LG9	15096399	9	25.319	70.285
LG9	15176147	9	25.426	70.285
LG9	15176579	9	25.426	70.285
LG9	15176624	9	25.426	70.285
LG9	15191189	9	25.533	70.285
LG9	15202870	9	25.639	70.285
LG9	15241758	9	25.746	70.285
LG9	15269599	9	25.853	70.391
LG9	15302155	9	25.960	70.712
LG9	15308968	9	26.066	70.712
LG9	15308981	9	26.066	70.712
LG9	15312972	9	26.066	70.819
LG9	15318395	9	26.280	71.033
LG9	15359145	9	26.280	71.139
LG9	15365432	9	26.387	71.246
LG9	15370038	9	26.387	71.353
LG9	15370058	9	26.387	71.353
LG9	15410492	9	26.387	71.460
LG9	15414106	9	26.600	71.780
LG9	15425989	9	26.600	71.780
LG9	15426003	9	26.600	71.780
LG9	15457237	9	26.600	71.780
LG9	15489618	9	26.707	71.887
LG9	15500304	9	26.814	71.994
LG9	15502259	9	27.028	72.101
LG9	15502283	9	27.028	72.101
LG9	15518698	9	27.563	72.744
LG9	15518713	9	27.563	73.065
LG9	15552397	9	27.777	73.172
LG9	15585029	9	27.884	73.493
LG9	15590007	9	28.098	73.814
LG9	15595096	9	28.098	73.920
LG9	15622937	9	28.098	74.134
LG9	15634809	9	28.098	74.134
LG9	15685464	9	28.098	74.562
LG9	15685477	9	28.098	74.669
LG9	15698783	9	28.098	74.776
LG9	15752850	9	28.526	74.990
LG9	15754133	9	28.847	75.096
LG9	15818986	9	28.953	75.740
LG9	15820745	9	29.060	75.954
LG9	15841807	9	29.167	76.060
LG9	15856691	9	29.380	76.167
LG9	15888165	9	29.380	76.167
LG9	15900271	9	29.594	76.811
LG9	15932803	9	29.594	76.811
LG9	15932851	9	29.594	76.918
LG9	15932854	9	29.594	76.918
LG9	15981754	9	29.808	77.024
LG9	15988903	9	29.808	77.024
LG9	15997830	9	29.915	77.453
LG9	16002877	9	29.915	77.666
LG9	16008617	9	29.915	77.880
LG9	16039026	9	30.128	77.987
LG9	16057170	9	30.128	78.415
LG9	16096216	9	30.235	78.415
LG9	16096224	9	30.235	78.522
LG9	16098050	9	30.235	78.628
LG9	16098059	9	30.449	78.949
LG9	16116127	9	30.662	79.593
LG9	16138845	9	30.769	79.807
LG9	16139821	9	30.876	79.913
LG9	16142025	9	30.982	80.342
LG9	16158101	9	30.982	80.448
LG9	16158150	9	31.196	80.555
LG9	16172179	9	31.303	80.769
LG9	16190776	9	31.303	81.090
LG9	16227101	9	31.410	81.090
LG9	16227123	9	31.410	81.090
LG9	16227130	9	31.410	81.090
LG9	16238785	9	31.410	81.090
LG9	16238794	9	31.410	81.090
LG9	16239515	9	31.410	81.303
LG9	16239516	9	31.410	81.303
LG9	16239517	9	31.410	81.410
LG9	16239518	9	31.410	81.410
LG9	16239519	9	31.410	81.410
LG9	16269988	9	31.623	81.517
LG9	16269995	9	31.623	81.517
LG9	16281250	9	31.730	81.624
LG9	16281267	9	31.730	81.624
LG9	16281426	9	31.730	81.624
LG9	16303505	9	31.944	81.730
LG9	16305289	9	31.944	81.730
LG9	16339168	9	31.944	82.051
LG9	16339170	9	31.944	82.051
LG9	16339207	9	32.050	82.051
LG9	16339335	9	32.050	82.051
LG9	16341588	9	32.264	82.158
LG9	16341613	9	32.264	82.479
LG9	16365659	9	32.585	82.479
LG9	16397255	9	32.585	82.585
LG9	16402285	9	32.692	82.692
LG9	16417618	9	32.692	82.692
LG9	16417698	9	32.798	83.228
LG9	16417832	9	33.119	83.764
LG9	16462066	9	33.333	83.871
LG9	16481670	9	33.333	83.871
LG9	16483675	9	33.440	83.871
LG9	16488983	9	33.546	83.871
LG9	16493195	9	33.546	83.871
LG9	16527584	9	33.653	83.977
LG9	16538541	9	33.867	84.298
LG9	16577443	9	33.867	84.405
LG9	16583873	9	33.867	84.405
LG9	16583891	9	33.973	84.833
LG9	16594740	9	33.973	84.833
LG9	16626576	9	34.617	85.262
LG9	16626618	9	34.831	85.368
LG9	16626623	9	35.045	85.582
LG9	16638951	9	35.258	85.796
LG9	16704188	9	35.902	86.548
LG9	16704189	9	35.902	86.548
LG9	16704191	9	35.902	86.548
LG9	16704194	9	35.902	86.548
LG9	16707387	9	36.009	86.548
LG9	16730001	9	36.222	86.654
LG9	16730006	9	36.222	86.654
LG9	16739593	9	36.222	86.761
LG9	16757077	9	36.222	87.189
LG9	16825992	9	36.436	87.618
LG9	16825993	9	36.650	87.618
LG9	16826051	9	36.650	87.618
LG9	16832504	9	36.650	87.618
LG9	16833798	9	36.650	87.831
LG9	16833814	9	36.650	87.831
LG9	16834598	9	36.650	87.831
LG9	16843995	9	36.650	87.831
LG9	16844005	9	36.650	87.831
LG9	16844013	9	36.650	87.831
LG9	16848572	9	36.650	87.938
LG9	16848580	9	36.650	88.045
LG9	16858965	9	36.650	88.258
LG9	16860995	9	36.650	88.258
LG9	16860998	9	36.650	88.258
LG9	16861425	9	36.650	88.365
LG9	16880372	9	36.650	88.365
LG9	16880381	9	36.757	88.365
LG9	16880412	9	36.757	88.365
LG9	16883355	9	36.863	88.579
LG9	16883536	9	36.970	88.579
LG9	16908755	9	37.077	88.579
LG9	16918834	9	37.183	88.685
LG9	16919501	9	37.290	88.685
LG9	16919508	9	37.290	88.685
LG9	16919539	9	37.397	88.792
LG9	16919557	9	37.504	88.792
LG9	16936852	9	37.504	89.006
LG9	16955704	9	37.610	89.220
LG9	16955744	9	37.824	89.220
LG9	16955750	9	37.824	89.326
LG9	16956450	9	37.824	89.326
LG9	17068497	9	38.252	89.754
LG9	17078216	9	38.466	89.754
LG9	17087391	9	38.680	89.861
LG9	17091245	9	38.680	89.861
LG9	17111300	9	38.786	89.968
LG9	17119223	9	39.000	89.968
LG9	17119403	9	39.000	89.968
LG9	17119448	9	39.000	90.075
LG9	17134522	9	39.107	90.181
LG9	17134570	9	39.107	90.288
LG9	17134588	9	39.107	90.609
LG9	17156941	9	39.107	90.716
LG9	17156943	9	39.213	90.716
LG9	17176742	9	39.534	90.929
LG9	17176770	9	39.534	90.929
LG9	17176777	9	39.534	91.143
LG9	17179593	9	39.641	91.250
LG9	17179615	9	39.641	91.571
LG9	17230343	9	39.748	91.677
LG9	17230345	9	39.748	91.677
LG9	17230347	9	39.748	91.677
LG9	17239431	9	39.748	92.213
LG9	17239476	9	39.748	92.213
LG9	17274390	9	39.748	92.642
LG9	17274425	9	39.748	92.748
LG9	17290447	9	39.961	93.392
LG9	17344248	9	40.282	93.606
LG9	17344274	9	40.282	93.712
LG9	17371682	9	40.282	93.712
LG9	17374684	9	40.282	93.819
LG9	17388112	9	40.282	93.819
LG9	17434184	9	40.282	93.926
LG9	17456346	9	40.496	94.247
LG9	17456347	9	40.496	94.247
LG9	17461532	9	40.710	95.433
LG9	17508338	9	40.816	95.647
LG9	17535651	9	41.030	95.754
LG9	17557977	9	41.351	96.182
LG9	17588820	9	41.351	96.396
LG9	17601206	9	41.565	96.396
LG9	17627148	9	41.565	96.396
LG9	17634780	9	41.671	96.396
LG9	17648945	9	41.778	96.396
LG9	17654803	9	41.778	96.502
LG9	17659726	9	41.992	96.502
LG9	17668353	9	42.313	96.609
LG9	17668361	9	42.313	96.609
LG9	17668387	9	42.313	96.609
LG9	17709427	9	42.526	96.716
LG9	17709449	9	42.526	96.823
LG9	17747410	9	42.633	97.036
LG9	17759058	9	42.633	97.250
LG9	17767085	9	42.740	97.464
LG9	17767131	9	42.740	97.677
LG9	17775566	9	42.953	97.784
LG9	17775599	9	42.953	97.784
LG9	17776649	9	42.953	97.784
LG9	17776668	9	42.953	97.784
LG9	17813874	9	43.274	97.891
LG9	17813886	9	43.274	98.104
LG9	17826935	9	43.274	98.425
LG9	17831613	9	43.274	98.425
LG9	17848525	9	43.702	98.746
LG9	17848531	9	43.809	98.853
LG9	17851258	9	43.916	98.853
LG9	17856075	9	44.130	98.960
LG9	17867509	9	44.343	99.066
LG9	17867520	9	44.450	99.066
LG9	17879618	9	45.094	99.173
LG9	17888259	9	45.094	99.173
LG9	17903415	9	45.201	99.494
LG9	17912704	9	45.629	99.708
LG9	17919451	9	45.842	100.136
LG9	17919469	9	45.949	100.136
LG9	17923407	9	46.163	100.350
LG9	17923418	9	46.377	100.670
LG9	17989953	9	46.697	100.884
LG9	17999023	9	46.804	100.884
LG9	17999035	9	46.804	100.884
LG9	17999043	9	46.804	100.884
LG9	18023581	9	46.911	101.205
LG9	18076403	9	47.018	101.312
LG9	18116596	9	47.338	101.740
LG9	18143422	9	47.338	101.954
LG9	18186443	9	47.659	102.060
LG9	18186461	9	47.659	102.167
LG9	18188163	9	47.766	102.381
LG9	18188177	9	47.980	102.702
LG9	18230713	9	48.086	102.915
LG9	18230723	9	48.300	103.236
LG9	18263544	9	48.407	103.236
LG9	18273741	9	48.407	103.236
LG9	18281841	9	48.407	103.236
LG9	18281868	9	48.407	103.236
LG9	18288226	9	48.620	103.236
LG9	18288244	9	48.727	103.236
LG9	18288250	9	48.727	103.236
LG9	18288251	9	48.727	103.236
LG9	18288263	9	48.834	103.236
LG9	18288269	9	48.834	103.236
LG9	18288300	9	48.941	103.236
LG9	18307093	9	48.941	103.236
LG9	18319492	9	48.941	103.236
LG9	18342997	9	49.047	103.343
LG9	18343012	9	49.047	103.343
LG9	18343021	9	49.047	103.343
LG9	18368612	9	49.261	103.450
LG9	18368642	9	49.261	103.450
LG9	18369626	9	49.261	103.450
LG9	18373901	9	49.261	103.450
LG9	18379746	9	49.261	103.450
LG9	18379860	9	49.261	103.450
LG9	18380549	9	49.261	103.450
LG9	18381856	9	49.261	103.450
LG9	18382188	9	49.261	103.450
LG9	18382242	9	49.261	103.450
LG9	18382252	9	49.261	103.556
LG9	18382279	9	49.475	103.556
LG9	18396122	9	49.475	103.663
LG9	18400598	9	49.581	103.770
LG9	18400599	9	49.688	103.876
LG9	18402644	9	49.688	103.876
LG9	18402646	9	49.688	103.876
LG9	18413685	9	49.688	103.876
LG9	18413701	9	49.688	103.876
LG9	18413708	9	49.688	103.876
LG9	18440177	9	49.688	103.876
LG9	18460111	9	49.688	103.876
LG9	18460156	9	49.795	103.876
LG9	18462702	9	49.902	103.876
LG9	18493592	9	49.902	103.983
LG9	18493601	9	50.008	104.090
LG9	18493628	9	50.115	104.090
LG9	18494216	9	50.115	104.090
LG9	18507145	9	50.115	104.197
LG9	18507173	9	50.115	104.197
LG9	18515301	9	50.115	104.197
LG9	18517561	9	50.115	104.197
LG9	18523780	9	50.222	104.197
LG9	18523786	9	50.222	104.303
LG9	18523794	9	50.222	104.303
LG9	18525150	9	50.329	104.410
LG9	18525159	9	50.329	104.410
LG9	18525172	9	50.329	104.410
LG9	18525218	9	50.329	104.410
LG9	18549781	9	50.542	104.517
LG9	18549784	9	50.542	104.517
LG9	18550036	9	50.542	104.517
LG9	18550041	9	50.542	104.517
LG9	18550045	9	50.542	104.517
LG9	18550058	9	50.542	104.517
LG9	18555415	9	50.649	104.730
LG9	18555423	9	50.649	104.730
LG9	18577020	9	50.649	104.730
LG9	18577043	9	50.649	104.730
LG9	18577046	9	50.649	104.730
LG9	18577056	9	50.649	104.730
LG9	18588556	9	50.649	104.730
LG9	18595217	9	50.649	104.730
LG9	18595227	9	50.649	104.730
LG9	18595234	9	50.649	104.944
LG9	18595248	9	50.649	104.944
LG9	18595316	9	50.649	105.051
LG9	18613204	9	50.649	105.158
LG9	18635537	9	50.649	105.371
LG9	18635555	9	50.649	105.478
LG9	18635566	9	50.649	105.478
LG9	18635602	9	50.649	105.478
LG9	18635604	9	50.649	105.478
LG9	18635606	9	50.649	105.478
LG9	18635610	9	50.649	105.478
LG9	18635611	9	50.649	105.478
LG9	18635612	9	50.649	105.478
LG9	18635614	9	50.649	105.478
LG9	18635615	9	50.649	105.478
LG9	18635617	9	50.649	105.478
LG9	18635618	9	50.649	105.478
LG9	18635637	9	50.649	105.478
LG9	18641853	9	50.649	105.692
LG9	18642908	9	50.649	105.905
LG9	18642944	9	50.649	105.905
LG9	18651299	9	50.649	105.905
LG9	18656227	9	50.649	105.905
LG9	18662709	9	50.649	105.905
LG9	18662749	9	50.649	105.905
LG9	18662754	9	50.649	105.905
LG9	18669616	9	50.649	106.012
LG9	18671975	9	50.649	106.012
LG9	18672057	9	50.649	106.012
LG9	18676988	9	50.756	106.012
LG9	18676992	9	50.756	106.012
LG9	18677004	9	50.756	106.012
LG9	18677039	9	50.756	106.119
LG9	18681654	9	50.756	106.119
LG9	18691156	9	50.862	106.226
LG9	18695789	9	50.862	106.226
LG9	18700146	9	50.862	106.439
LG9	18707757	9	50.862	106.439
LG9	18707768	9	50.862	106.439
LG9	18712519	9	50.862	106.439
LG9	18712618	9	50.862	106.439
LG9	18713205	9	51.076	106.546
LG9	18717932	9	51.183	106.760
LG9	18727316	9	51.289	106.760
LG9	18727336	9	51.503	106.973
LG9	18727347	9	51.503	107.187
LG9	18749559	9	51.503	107.187
LG9	18790549	9	51.503	107.294
LG9	18790583	9	51.503	107.294
LG9	18800791	9	51.610	107.507
LG9	18801043	9	51.931	107.614
LG9	18817191	9	52.037	107.614
LG9	18837913	9	52.358	107.721
LG9	18845814	9	52.358	107.828
LG9	18863745	9	52.465	108.688
LG9	18880913	9	52.465	108.901
LG9	18936602	9	52.786	109.008
LG9	18936607	9	52.786	109.008
LG9	18939086	9	52.786	109.008
LG9	18939118	9	53.000	109.115
LG9	18954686	9	53.000	109.115
LG9	18961701	9	53.000	109.329
LG9	19006505	9	53.106	109.329
LG9	19013051	9	53.106	109.329
LG9	19016745	9	53.106	109.329
LG9	19016766	9	53.106	109.329
LG9	19023000	9	53.106	109.329
LG9	19024054	9	53.106	109.329
LG9	19039832	9	53.213	109.329
LG9	19039862	9	53.213	109.329
LG9	19059184	9	53.213	109.542
LG9	19111512	9	53.213	109.542
LG9	19123362	9	53.213	109.649
LG9	19133363	9	53.213	109.649
LG9	19140932	9	53.320	109.649
LG9	19147183	9	53.426	109.649
LG9	19147192	9	53.426	109.756
LG9	19194966	9	53.533	109.862
LG9	19204003	9	53.640	109.862
LG9	19251300	9	53.640	109.862
LG9	19251311	9	53.640	109.862
LG9	19251327	9	53.640	109.862
LG9	19251330	9	53.640	109.969
LG9	19264058	9	53.747	109.969
LG9	19264063	9	53.747	109.969
LG9	19264070	9	53.747	109.969
LG9	19343441	9	53.747	109.969
LG9	19349082	9	53.747	109.969
LG9	19349100	9	53.747	109.969
LG9	19352598	9	53.853	109.969
LG9	19352649	9	53.960	109.969
LG9	19354018	9	54.067	109.969
LG9	19373261	9	54.067	109.969
LG9	19384610	9	54.067	109.969
LG9	19391571	9	54.067	109.969
LG9	19391592	9	54.067	109.969
LG9	19418379	9	54.067	109.969
LG9	19418380	9	54.067	109.969
LG9	19418384	9	54.067	109.969
LG9	19430268	9	54.067	109.969
LG9	19445323	9	54.067	109.969
LG9	19449219	9	54.174	109.969
LG9	19449262	9	54.174	109.969
LG9	19545770	9	54.280	110.076
LG9	19554215	9	54.387	110.076
LG9	19554228	9	54.387	110.076
LG9	19560855	9	54.494	110.076
LG9	19560880	9	54.494	110.076
LG9	19566591	9	54.494	110.076
LG9	19566594	9	54.494	110.183
LG9	19566601	9	54.494	110.183
LG9	19566618	9	54.494	110.183
LG9	19566630	9	54.494	110.183
LG9	19578929	9	54.494	110.183
LG9	19582917	9	54.494	110.183
LG9	19582936	9	54.494	110.183
LG9	19600998	9	54.494	110.183
LG9	19602022	9	54.494	110.183
LG9	19607676	9	54.600	110.183
LG9	19614063	9	54.600	110.289
LG9	19614146	9	54.707	110.289
LG9	19614153	9	54.707	110.289
LG9	19615958	9	55.135	110.289
LG9	19623382	9	55.135	110.289
LG9	19660181	9	55.135	110.289
LG9	19670602	9	55.135	110.289
LG9	19670610	9	55.135	110.289
LG9	19670640	9	55.135	110.289
LG9	19701321	9	55.135	110.503
LG9	19740514	9	55.135	110.503
LG9	19740548	9	55.135	110.503
LG9	19743016	9	55.135	110.610
LG9	19745638	9	55.135	110.610
LG9	19753526	9	55.135	110.610
LG9	19757184	9	55.242	110.610
LG9	19757199	9	55.242	110.716
